id,year,county,psi_21_cases,psi_21_population,psi_21_rate,psi_22_cases,psi_22_population,psi_22_rate,psi_23_cases,psi_23_population,psi_23_rate,psi_24_cases,psi_24_population,psi_24_rate,psi_25_cases,psi_25_population,psi_25_rate,psi_26_cases,psi_26_population,psi_26_rate,psi_27_cases,psi_27_population,psi_27_rate,gvid
1,2005,STATEWIDE,334,26447738,1.3,1621,26447738,6.1,6024,26447738,22.8,432,26447738,1.6,9000,26447738,34.0,19,26447738,0.1,9500,26447738,35.9,
2,2006,STATEWIDE,352,26679904,1.3,1570,26679904,5.9,5790,26679905,21.7,425,26679904,1.6,9181,26679904,34.4,20,26679904,0.1,9557,26679905,35.8,
3,2007,STATEWIDE,369,26935982,1.4,1626,26935981,6.0,5295,26935982,19.7,442,26935981,1.6,9247,26935981,34.3,16,26935981,0.1,9393,26935981,34.9,
4,2008,STATEWIDE,371,27272108,1.4,1582,27272108,5.8,3233,27272110,11.9,417,27272108,1.5,8856,27272108,32.5,15,27272108,0.1,9605,27272108,35.2,
5,2009,STATEWIDE,326,27630962,1.2,1510,27630961,5.5,3155,27630962,11.4,390,27630961,1.4,8087,27630962,29.3,10,27630961,0.0,9355,27630962,33.9,
6,2010,STATEWIDE,327,28000783,1.2,1578,28000782,5.6,2851,28000782,10.2,363,28000782,1.3,8511,28000783,30.4,9,28000782,0.0,9200,28000782,32.9,
7,2011,STATEWIDE,344,28396854,1.2,1441,28396854,5.1,2441,28396854,8.6,366,28396854,1.3,8099,28396854,28.5,33,28396854,0.1,8833,28396854,31.1,
8,2012,STATEWIDE,325,28624886,1.1,1420,28624887,5.0,1967,28624886,6.9,322,28624886,1.1,7436,28624887,26.0,28,28624886,0.1,8394,28624886,29.3,
9,2013,STATEWIDE,285,28942185,1.0,1252,28942185,4.3,1784,28942185,6.2,316,28942185,1.1,6500,28942185,22.5,13,28942185,0.0,7690,28942185,26.6,
10,2005,Alameda,18,1102068,1.6,77,1102068,7.0,250,1102068,22.7,17,1102068,1.5,363,1102068,32.9,0,1102068,0.0,377,1102068,34.2,0O0601
11,2006,Alameda,12,1106823,1.1,77,1106823,7.0,232,1106823,21.0,12,1106823,1.1,358,1106823,32.3,1,1106823,0.1,393,1106823,35.5,0O0601
12,2007,Alameda,9,1117973,0.8,77,1117973,6.9,185,1117973,16.5,18,1117973,1.6,379,1117973,33.9,1,1117973,0.1,399,1117973,35.7,0O0601
13,2008,Alameda,20,1136417,1.8,70,1136417,6.2,87,1136418,7.7,17,1136417,1.5,348,1136417,30.6,0,1136417,0.0,351,1136417,30.9,0O0601
14,2009,Alameda,7,1155287,0.6,68,1155287,5.9,82,1155287,7.1,19,1155287,1.6,325,1155287,28.1,1,1155287,0.1,359,1155287,31.1,0O0601
15,2010,Alameda,13,1169910,1.1,66,1169910,5.6,84,1169910,7.2,14,1169910,1.2,391,1169910,33.4,0,1169910,0.0,338,1169910,28.9,0O0601
16,2011,Alameda,20,1186810,1.7,54,1186810,4.6,81,1186810,6.8,13,1186810,1.1,404,1186810,34.0,1,1186810,0.1,385,1186810,32.4,0O0601
17,2012,Alameda,12,1171730,1.0,58,1171730,4.9,60,1171730,5.1,18,1171730,1.5,339,1171730,28.9,1,1171730,0.1,387,1171730,33.0,0O0601
18,2013,Alameda,11,1178894,0.9,45,1178894,3.8,53,1178894,4.5,19,1178894,1.6,307,1178894,26.0,1,1178894,0.1,321,1178894,27.2,0O0601
19,2005,Alpine,0,979,0.0,0,979,0.0,0,979,0.0,0,979,0.0,1,979,102.1,0,979,0.0,0,979,0.0,0O0603
20,2006,Alpine,0,1001,0.0,0,1001,0.0,0,1001,0.0,0,1001,0.0,0,1001,0.0,0,1001,0.0,1,1001,99.9,0O0603
21,2007,Alpine,0,1009,0.0,0,1009,0.0,0,1009,0.0,0,1009,0.0,2,1009,198.2,0,1009,0.0,0,1009,0.0,0O0603
22,2008,Alpine,0,957,0.0,0,957,0.0,0,957,0.0,0,957,0.0,0,957,0.0,0,957,0.0,0,957,0.0,0O0603
23,2009,Alpine,0,947,0.0,0,947,0.0,0,947,0.0,0,947,0.0,0,947,0.0,0,947,0.0,0,947,0.0,0O0603
24,2010,Alpine,0,895,0.0,0,895,0.0,0,895,0.0,0,895,0.0,0,895,0.0,0,895,0.0,0,895,0.0,0O0603
25,2011,Alpine,0,888,0.0,0,888,0.0,0,888,0.0,0,888,0.0,0,888,0.0,0,888,0.0,0,888,0.0,0O0603
26,2012,Alpine,0,935,0.0,0,935,0.0,1,935,107.0,0,935,0.0,0,935,0.0,0,935,0.0,0,935,0.0,0O0603
27,2013,Alpine,0,934,0.0,0,934,0.0,0,934,0.0,0,934,0.0,0,934,0.0,0,934,0.0,0,934,0.0,0O0603
28,2005,Amador,0,31101,0.0,2,31101,6.4,11,31101,35.4,0,31101,0.0,14,31101,45.0,0,31101,0.0,12,31101,38.6,0O0605
29,2006,Amador,0,31460,0.0,1,31460,3.2,9,31460,28.6,0,31460,0.0,23,31460,73.1,0,31460,0.0,13,31460,41.3,0O0605
30,2007,Amador,0,31883,0.0,3,31883,9.4,6,31883,18.8,3,31883,9.4,18,31883,56.5,0,31883,0.0,14,31883,43.9,0O0605
31,2008,Amador,1,31619,3.2,3,31619,9.5,2,31619,6.3,1,31619,3.2,17,31619,53.8,0,31619,0.0,22,31619,69.6,0O0605
32,2009,Amador,1,31769,3.1,2,31769,6.3,4,31769,12.6,0,31769,0.0,16,31769,50.4,0,31769,0.0,26,31769,81.8,0O0605
33,2010,Amador,1,31720,3.2,1,31720,3.2,4,31720,12.6,0,31720,0.0,11,31720,34.7,0,31720,0.0,16,31720,50.4,0O0605
34,2011,Amador,1,31760,3.1,1,31760,3.1,2,31760,6.3,3,31760,9.4,16,31760,50.4,0,31760,0.0,11,31760,34.6,0O0605
35,2012,Amador,1,32893,3.0,4,32893,12.2,4,32893,12.2,0,32893,0.0,13,32893,39.5,0,32893,0.0,12,32893,36.5,0O0605
36,2013,Amador,0,33235,0.0,5,33235,15.0,3,33235,9.0,1,33235,3.0,11,33235,33.1,0,33235,0.0,14,33235,42.1,0O0605
37,2005,Butte,4,165310,2.4,16,165310,9.7,52,165310,31.5,5,165310,3.0,63,165310,38.1,0,165310,0.0,76,165310,46.0,0O0607
38,2006,Butte,4,167351,2.4,4,167351,2.4,39,167351,23.3,4,167351,2.4,86,167351,51.4,0,167351,0.0,73,167351,43.6,0O0607
39,2007,Butte,4,168208,2.4,15,168208,8.9,29,168208,17.2,6,168208,3.6,62,168208,36.9,0,168208,0.0,78,168208,46.4,0O0607
40,2008,Butte,1,169793,0.6,19,169793,11.2,14,169793,8.2,3,169793,1.8,81,169793,47.7,0,169793,0.0,60,169793,35.3,0O0607
41,2009,Butte,4,170726,2.3,29,170726,17.0,16,170726,9.4,7,170726,4.1,56,170726,32.8,0,170726,0.0,68,170726,39.8,0O0607
42,2010,Butte,0,171576,0.0,17,171576,9.9,16,171576,9.3,5,171576,2.9,73,171576,42.5,0,171576,0.0,74,171576,43.1,0O0607
43,2011,Butte,2,172643,1.2,13,172643,7.5,25,172643,14.5,4,172643,2.3,60,172643,34.8,0,172643,0.0,74,172643,42.9,0O0607
44,2012,Butte,3,176165,1.7,13,176165,7.4,11,176165,6.2,4,176165,2.3,79,176165,44.8,1,176165,0.6,74,176165,42.0,0O0607
45,2013,Butte,3,177923,1.7,11,177923,6.2,8,177923,4.5,3,177923,1.7,76,177923,42.7,0,177923,0.0,72,177923,40.5,0O0607
46,2005,Calaveras,0,35913,0.0,3,35913,8.4,7,35913,19.5,2,35913,5.6,24,35913,66.8,0,35913,0.0,24,35913,66.8,0O0609
47,2006,Calaveras,0,36599,0.0,2,36599,5.5,8,36599,21.9,2,36599,5.5,34,36599,92.9,1,36599,2.7,15,36599,41.0,0O0609
48,2007,Calaveras,0,36944,0.0,2,36944,5.4,6,36944,16.2,2,36944,5.4,31,36944,83.9,1,36944,2.7,19,36944,51.4,0O0609
49,2008,Calaveras,2,37092,5.4,1,37092,2.7,2,37092,5.4,0,37092,0.0,23,37092,62.0,0,37092,0.0,13,37092,35.0,0O0609
50,2009,Calaveras,1,36875,2.7,3,36875,8.1,3,36875,8.1,0,36875,0.0,19,36875,51.5,0,36875,0.0,15,36875,40.7,0O0609
51,2010,Calaveras,0,36801,0.0,2,36801,5.4,8,36801,21.7,0,36801,0.0,12,36801,32.6,0,36801,0.0,19,36801,51.6,0O0609
52,2011,Calaveras,1,36652,2.7,7,36652,19.1,4,36652,10.9,0,36652,0.0,19,36652,51.8,0,36652,0.0,26,36652,70.9,0O0609
53,2012,Calaveras,0,38512,0.0,4,38512,10.4,1,38512,2.6,0,38512,0.0,25,38512,64.9,0,38512,0.0,19,38512,49.3,0O0609
54,2013,Calaveras,1,39009,2.6,3,39009,7.7,2,39009,5.1,2,39009,5.1,16,39009,41.0,0,39009,0.0,10,39009,25.6,0O0609
55,2005,Colusa,0,14456,0.0,0,14456,0.0,6,14456,41.5,0,14456,0.0,7,14456,48.4,0,14456,0.0,3,14456,20.8,0O060b
56,2006,Colusa,1,14677,6.8,2,14677,13.6,1,14677,6.8,1,14677,6.8,5,14677,34.1,0,14677,0.0,6,14677,40.9,0O060b
57,2007,Colusa,0,14837,0.0,2,14837,13.5,1,14837,6.7,0,14837,0.0,6,14837,40.4,0,14837,0.0,3,14837,20.2,0O060b
58,2008,Colusa,0,14891,0.0,0,14891,0.0,1,14891,6.7,0,14891,0.0,2,14891,13.4,0,14891,0.0,4,14891,26.9,0O060b
59,2009,Colusa,0,14960,0.0,0,14960,0.0,2,14960,13.4,0,14960,0.0,9,14960,60.2,0,14960,0.0,6,14960,40.1,0O060b
60,2010,Colusa,0,15117,0.0,2,15117,13.2,1,15117,6.6,0,15117,0.0,11,15117,72.8,0,15117,0.0,9,15117,59.5,0O060b
61,2011,Colusa,0,15206,0.0,1,15206,6.6,0,15206,0.0,0,15206,0.0,3,15206,19.7,0,15206,0.0,4,15206,26.3,0O060b
62,2012,Colusa,0,15721,0.0,1,15722,6.4,0,15721,0.0,0,15721,0.0,2,15722,12.7,0,15721,0.0,3,15721,19.1,0O060b
63,2013,Colusa,0,15944,0.0,1,15944,6.3,1,15944,6.3,1,15944,6.3,4,15944,25.1,0,15944,0.0,2,15944,12.5,0O060b
64,2005,"Contra Costa",9,744835,1.2,67,744835,9.0,169,744835,22.7,18,744835,2.4,338,744835,45.4,0,744835,0.0,328,744835,44.0,0O060d
65,2006,"Contra Costa",15,747747,2.0,57,747747,7.6,210,747747,28.1,7,747747,0.9,353,747747,47.2,2,747747,0.3,304,747747,40.7,0O060d
66,2007,"Contra Costa",14,755752,1.9,87,755752,11.5,146,755752,19.3,8,755752,1.1,300,755752,39.7,0,755752,0.0,306,755752,40.5,0O060d
67,2008,"Contra Costa",14,767612,1.8,61,767612,7.9,67,767612,8.7,6,767612,0.8,265,767612,34.5,0,767612,0.0,292,767612,38.0,0O060d
68,2009,"Contra Costa",4,780970,0.5,71,780970,9.1,75,780970,9.6,8,780970,1.0,268,780970,34.3,0,780970,0.0,261,780970,33.4,0O060d
69,2010,"Contra Costa",11,793960,1.4,72,793960,9.1,51,793960,6.4,4,793960,0.5,345,793960,43.5,0,793960,0.0,266,793960,33.5,0O060d
70,2011,"Contra Costa",12,808054,1.5,65,808054,8.0,68,808054,8.4,9,808054,1.1,302,808054,37.4,0,808054,0.0,282,808054,34.9,0O060d
71,2012,"Contra Costa",8,807257,1.0,55,807257,6.8,39,807257,4.8,6,807257,0.7,317,807257,39.3,0,807257,0.0,245,807257,30.3,0O060d
72,2013,"Contra Costa",6,815862,0.7,54,815862,6.6,35,815862,4.3,7,815862,0.9,294,815862,36.0,0,815862,0.0,248,815862,30.4,0O060d
73,2005,"Del Norte",0,22067,0.0,0,22067,0.0,5,22067,22.7,0,22067,0.0,13,22067,58.9,0,22067,0.0,2,22067,9.1,0O060f
74,2006,"Del Norte",1,22055,4.5,3,22055,13.6,6,22055,27.2,0,22055,0.0,9,22055,40.8,0,22055,0.0,9,22056,40.8,0O060f
